SOURCE_REPORTING_UNIT_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,OWNER_DESCR,STATE,COUNTY
Six Rivers National Forest,1994,2449556.5,204,1000.0,1,Lightning,2449562.5,210.0,1800.0,USFS,CA,
Six Rivers National Forest,1994,2449556.5,204,900.0,1,Lightning,2449563.5,211.0,1800.0,USFS,CA,
Six Rivers National Forest,1994,2449624.5,272,1615.0,1,Lightning,2449627.5,275.0,1800.0,USFS,CA,
Six Rivers National Forest,1994,2449624.5,272,1900.0,1,Lightning,2449627.5,275.0,1315.0,USFS,CA,
Six Rivers National Forest,1994,2449624.5,272,420.0,1,Lightning,2449627.5,275.0,1800.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449563.5,211.0,1200.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449563.5,211.0,1200.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449563.5,211.0,1200.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449563.5,211.0,1800.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449560.5,208.0,1200.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449560.5,208.0,2000.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449560.5,208.0,1800.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449560.5,208.0,1800.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449557.5,205.0,600.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,600.0,1,Lightning,2449557.5,205.0,1800.0,USFS,CA,
Six Rivers National Forest,1994,2449623.5,271,900.0,1,Lightning,2449625.5,273.0,1800.0,USFS,CA,
Six Rivers National Forest,1994,2449623.5,271,1600.0,1,Lightning,2449625.5,273.0,2000.0,USFS,CA,
Six Rivers National Forest,1994,2449554.5,202,301.0,1,Lightning,2449567.5,215.0,1600.0,USFS,CA,
Six Rivers National Forest,1994,2449617.5,265,1700.0,2,Equipment Use,2449620.5,268.0,2359.0,STATE OR PRIVATE,CA,
Plumas National Forest,1994,2449619.5,267,1800.0,1,Lightning,2449621.5,269.0,1400.0,USFS,CA,
Plumas National Forest,1994,2449480.5,128,1430.0,1,Lightning,2449484.5,132.0,1700.0,USFS,CA,
Plumas National Forest,1994,2449506.5,154,1455.0,5,Debris Burning,2449508.5,156.0,1800.0,STATE OR PRIVATE,CA,
Plumas National Forest,1994,2449445.5,93,1700.0,1,Lightning,2449450.5,98.0,1800.0,USFS,CA,
Plumas National Forest,1994,2449647.5,295,1300.0,1,Lightning,2449649.5,297.0,800.0,USFS,CA,
San Bernardino National Forest,1994,2449536.5,184,1333.0,9,Miscellaneous,2449542.5,190.0,1800.0,USFS,CA,
San Bernardino National Forest,1994,2449577.5,225,1320.0,1,Lightning,2449582.5,230.0,600.0,USFS,CA,
San Bernardino National Forest,1994,2449577.5,225,1325.0,1,Lightning,2449582.5,230.0,600.0,USFS,CA,
San Bernardino National Forest,1994,2449577.5,225,1343.0,1,Lightning,2449582.5,230.0,600.0,USFS,CA,
San Bernardino National Forest,1994,2449603.5,251,1535.0,4,Campfire,2449617.5,265.0,1400.0,USFS,CA,
San Bernardino National Forest,1994,2449566.5,214,1255.0,6,Railroad,2449569.5,217.0,1800.0,STATE OR PRIVATE,CA,
San Bernardino National Forest,1994,2449576.5,224,1452.0,1,Lightning,2449578.5,226.0,1800.0,USFS,CA,
San Bernardino National Forest,1994,2449576.5,224,1845.0,1,Lightning,2449578.5,226.0,1800.0,USFS,CA,
San Bernardino National Forest,1994,2449576.5,224,1845.0,1,Lightning,2449578.5,226.0,1800.0,USFS,CA,
San Bernardino National Forest,1994,2449577.5,225,2046.0,1,Lightning,2449579.5,227.0,1800.0,USFS,CA,
San Bernardino National Forest,1994,2449580.5,228,300.0,1,Lightning,2449582.5,230.0,1800.0,USFS,CA,
San Bernardino National Forest,1994,2449578.5,226,1350.0,1,Lightning,2449581.5,229.0,1800.0,USFS,CA,
San Bernardino National Forest,1994,2449579.5,227,1622.0,1,Lightning,2449581.5,229.0,1800.0,STATE OR PRIVATE,CA,
San Bernardino National Forest,1994,2449534.5,182,1300.0,1,Lightning,2449543.5,191.0,1800.0,USFS,CA,
San Bernardino National Forest,1994,2449534.5,182,700.0,1,Lightning,2449537.5,185.0,1800.0,STATE OR PRIVATE,CA,
San Bernardino National Forest,1994,2449530.5,178,1140.0,5,Debris Burning,2449533.5,181.0,1800.0,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,1994,2449570.5,218,1341.0,1,Lightning,2449572.5,220.0,1800.0,USFS,CA,
San Bernardino National Forest,1994,2449585.5,233,1544.0,7,Arson,2449587.5,235.0,1800.0,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,1994,2449480.5,128,1037.0,5,Debris Burning,2449502.5,150.0,1200.0,USFS,CA,
Sequoia National Forest,1994,2449530.5,178,1251.0,1,Lightning,2449535.5,183.0,1800.0,USFS,CA,
Sequoia National Forest,1994,2449530.5,178,1251.0,1,Lightning,2449535.5,183.0,1800.0,USFS,CA,
Sequoia National Forest,1994,2449530.5,178,1251.0,1,Lightning,2449535.5,183.0,1800.0,USFS,CA,
Sequoia National Forest,1994,2449530.5,178,1251.0,1,Lightning,2449535.5,183.0,1800.0,USFS,CA,
Sequoia National Forest,1994,2449530.5,178,1251.0,1,Lightning,2449535.5,183.0,1800.0,STATE OR PRIVATE,CA,
Sequoia National Forest,1994,2449530.5,178,1251.0,1,Lightning,2449535.5,183.0,1800.0,USFS,CA,
Sequoia National Forest,1994,2449486.5,134,1201.0,9,Miscellaneous,2449490.5,138.0,1800.0,USFS,CA,
Sequoia National Forest,1994,2449498.5,146,1444.0,1,Lightning,2449500.5,148.0,1800.0,USFS,CA,
Sequoia National Forest,1994,2449498.5,146,1456.0,1,Lightning,2449500.5,148.0,1800.0,USFS,CA,
Sequoia National Forest,1994,2449550.5,198,1835.0,1,Lightning,2449552.5,200.0,900.0,USFS,CA,
Sequoia National Forest,1994,2449498.5,146,1456.0,1,Lightning,2449500.5,148.0,1800.0,USFS,CA,
Sequoia National Forest,1994,2449556.5,204,1150.0,1,Lightning,2449560.5,208.0,800.0,USFS,CA,
Sequoia National Forest,1994,2449618.5,266,2100.0,1,Lightning,2449620.5,268.0,1000.0,USFS,CA,
Sequoia National Forest,1994,2449615.5,263,1030.0,1,Lightning,2449625.5,273.0,1500.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449553.5,201,2215.0,1,Lightning,2449555.5,203.0,100.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449553.5,201,2215.0,1,Lightning,2449555.5,203.0,300.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449553.5,201,2300.0,1,Lightning,2449557.5,205.0,800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449553.5,201,2100.0,1,Lightning,2449557.5,205.0,800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449613.5,261,1900.0,1,Lightning,2449615.5,263.0,600.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449613.5,261,1440.0,1,Lightning,2449618.5,266.0,1800.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1994,2449613.5,261,1435.0,1,Lightning,2449619.5,267.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449613.5,261,1530.0,1,Lightning,2449615.5,263.0,2000.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449613.5,261,1535.0,1,Lightning,2449616.5,264.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449613.5,261,1530.0,1,Lightning,2449616.5,264.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449613.5,261,1915.0,1,Lightning,2449616.5,264.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449614.5,262,2130.0,1,Lightning,2449618.5,266.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449623.5,271,930.0,1,Lightning,2449626.5,274.0,1000.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1994,2449623.5,271,1530.0,1,Lightning,2449626.5,274.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449624.5,272,700.0,1,Lightning,2449626.5,274.0,800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449624.5,272,930.0,1,Lightning,2449626.5,274.0,1130.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449655.5,303,900.0,1,Lightning,2449658.5,306.0,1300.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1994,2449625.5,273,1400.0,1,Lightning,2449630.5,278.0,1400.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449625.5,273,900.0,1,Lightning,2449627.5,275.0,900.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449628.5,276,1430.0,1,Lightning,2449630.5,278.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449619.5,267,2055.0,1,Lightning,2449621.5,269.0,100.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449619.5,267,2055.0,1,Lightning,2449621.5,269.0,900.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1994,2449619.5,267,1850.0,1,Lightning,2449621.5,269.0,735.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449623.5,271,1000.0,1,Lightning,2449625.5,273.0,1800.0,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,1994,2449623.5,271,1055.0,1,Lightning,2449625.5,273.0,1600.0,USFS,CA,
Shasta-Trinity National Forest,1994,2449493.5,141,1415.0,1,Lightning,2449495.5,143.0,1630.0,USFS,CA,
Sierra National Forest,1994,2449423.5,71,956.0,5,Debris Burning,2449427.5,75.0,800.0,USFS,CA,
Sierra National Forest,1994,2449521.5,169,2005.0,9,Miscellaneous,2449614.5,262.0,600.0,USFS,CA,
Sierra National Forest,1994,2449582.5,230,1830.0,3,Smoking,2449588.5,236.0,1830.0,USFS,CA,
Sierra National Forest,1994,2449611.5,259,2300.0,4,Campfire,2449613.5,261.0,400.0,USFS,CA,
Sierra National Forest,1994,2449630.5,278,1030.0,1,Lightning,2449632.5,280.0,1450.0,USFS,CA,
Sierra National Forest,1994,2449497.5,145,1441.0,1,Lightning,2449499.5,147.0,1800.0,USFS,CA,
Sierra National Forest,1994,2449497.5,145,1527.0,1,Lightning,2449503.5,151.0,1837.0,USFS,CA,
Sierra National Forest,1994,2449588.5,236,1202.0,9,Miscellaneous,2449597.5,245.0,600.0,USFS,CA,
Sierra National Forest,1994,2449610.5,258,315.0,9,Miscellaneous,2449612.5,260.0,1800.0,USFS,CA,
Sierra National Forest,1994,2449614.5,262,1800.0,4,Campfire,2449617.5,265.0,1509.0,USFS,CA,
Sierra National Forest,1994,2449503.5,151,1026.0,1,Lightning,2449509.5,157.0,1800.0,USFS,CA,
Sierra National Forest,1994,2449503.5,151,1300.0,1,Lightning,2449513.5,161.0,1100.0,USFS,CA,
Sierra National Forest,1994,2449503.5,151,1300.0,1,Lightning,2449513.5,161.0,1100.0,USFS,CA,
Sierra National Forest,1994,2449504.5,152,837.0,1,Lightning,2449507.5,155.0,1800.0,USFS,CA,
Sierra National Forest,1994,2449504.5,152,1222.0,1,Lightning,2449513.5,161.0,1100.0,USFS,CA,
Sierra National Forest,1994,2449504.5,152,1217.0,1,Lightning,2449508.5,156.0,1200.0,USFS,CA,
Sierra National Forest,1994,2449520.5,168,1227.0,1,Lightning,2449522.5,170.0,1900.0,USFS,CA,
Sierra National Forest,1994,2449551.5,199,1930.0,1,Lightning,2449553.5,201.0,1200.0,USFS,CA,
Sierra National Forest,1994,2449596.5,244,1919.0,9,Miscellaneous,2449599.5,247.0,600.0,USFS,CA,
Sierra National Forest,1994,2449615.5,263,945.0,1,Lightning,2449617.5,265.0,1800.0,USFS,CA,
Stanislaus National Forest,1994,2449573.5,221,1638.0,3,Smoking,2449576.5,224.0,800.0,USFS,CA,
Stanislaus National Forest,1994,2449582.5,230,1521.0,2,Equipment Use,2449584.5,232.0,1200.0,MISSING/NOT SPECIFIED,CA,
Stanislaus National Forest,1994,2449609.5,257,1210.0,1,Lightning,2449611.5,259.0,1330.0,USFS,CA,
Stanislaus National Forest,1994,2449522.5,170,1230.0,4,Campfire,2449524.5,172.0,1600.0,USFS,CA,
Stanislaus National Forest,1994,2449553.5,201,1200.0,1,Lightning,2449556.5,204.0,1600.0,USFS,CA,
Stanislaus National Forest,1994,2449554.5,202,1600.0,1,Lightning,2449557.5,205.0,1000.0,USFS,CA,
Stanislaus National Forest,1994,2449554.5,202,1800.0,1,Lightning,2449556.5,204.0,1500.0,USFS,CA,
Stanislaus National Forest,1994,2449554.5,202,1800.0,1,Lightning,2449556.5,204.0,1700.0,USFS,CA,
Stanislaus National Forest,1994,2449555.5,203,1200.0,1,Lightning,2449557.5,205.0,1300.0,USFS,CA,
Stanislaus National Forest,1994,2449561.5,209,1600.0,4,Campfire,2449563.5,211.0,1400.0,USFS,CA,
Stanislaus National Forest,1994,2449581.5,229,1600.0,4,Campfire,2449585.5,233.0,1500.0,USFS,CA,
Stanislaus National Forest,1994,2449623.5,271,1328.0,1,Lightning,2449625.5,273.0,1300.0,USFS,CA,
Tahoe National Forest,1994,2449423.5,71,1200.0,1,Lightning,2449425.5,73.0,1400.0,USFS,CA,
Tahoe National Forest,1994,2449580.5,228,1255.0,7,Arson,2449595.5,243.0,1800.0,USFS,CA,
Tahoe National Forest,1994,2449568.5,216,1323.0,2,Equipment Use,2449579.5,227.0,1800.0,USFS,CA,
Tahoe National Forest,1994,2449575.5,223,1401.0,2,Equipment Use,2449586.5,234.0,1800.0,MISSING/NOT SPECIFIED,CA,
Tahoe National Forest,1994,2449619.5,267,1800.0,1,Lightning,2449621.5,269.0,1500.0,USFS,CA,
Rogue River-Siskiyou National Forest,1994,2449553.5,201,2301.0,1,Lightning,2449556.5,204.0,1800.0,USFS,CA,
Rogue River-Siskiyou National Forest,1994,2449623.5,271,1904.0,1,Lightning,2449626.5,274.0,1600.0,USFS,CA,
Siskiyou National Forest,1994,2449623.5,271,1024.0,1,Lightning,2449625.5,273.0,1600.0,USFS,CA,
Angeles National Forest,1995,2450005.5,288,1158.0,4,Campfire,2450007.5,290.0,1400.0,USFS,CA,
Cleveland National Forest,1995,2449927.5,210,1727.0,9,Miscellaneous,2449929.5,212.0,1800.0,MISSING/NOT SPECIFIED,CA,
Cleveland National Forest,1995,2450003.5,286,1136.0,7,Arson,2450007.5,290.0,1800.0,MISSING/NOT SPECIFIED,CA,
Cleveland National Forest,1995,2449887.5,170,1314.0,7,Arson,2449894.5,177.0,1800.0,MISSING/NOT SPECIFIED,CA,
Cleveland National Forest,1995,2449956.5,239,1533.0,3,Smoking,2449963.5,246.0,1800.0,MISSING/NOT SPECIFIED,CA,
Inyo National Forest,1995,2449882.5,165,1505.0,9,Miscellaneous,2449918.5,201.0,2300.0,USFS,CA,
Inyo National Forest,1995,2450037.5,320,1400.0,4,Campfire,2450040.5,323.0,1800.0,USFS,CA,
Inyo National Forest,1995,2450040.5,323,900.0,4,Campfire,2450042.5,325.0,1200.0,USFS,CA,
Inyo National Forest,1995,2450061.5,344,1000.0,9,Miscellaneous,2450063.5,346.0,1030.0,USFS,CA,
Inyo National Forest,1995,2449899.5,182,1100.0,1,Lightning,2449916.5,199.0,1200.0,USFS,CA,
Inyo National Forest,1995,2449900.5,183,1100.0,1,Lightning,2449915.5,198.0,1800.0,USFS,CA,
Inyo National Forest,1995,2449901.5,184,1100.0,1,Lightning,2449913.5,196.0,1200.0,USFS,CA,
Klamath National Forest,1995,2449930.5,213,1524.0,4,Campfire,2449944.5,227.0,1800.0,USFS,CA,
Klamath National Forest,1995,2450024.5,307,1430.0,5,Debris Burning,2450035.5,318.0,1200.0,USFS,CA,
Klamath National Forest,1995,2449895.5,178,1930.0,1,Lightning,2449899.5,182.0,1205.0,USFS,CA,
Klamath National Forest,1995,2449898.5,181,1600.0,1,Lightning,2449900.5,183.0,1430.0,USFS,CA,
Klamath National Forest,1995,2449896.5,179,1230.0,1,Lightning,2449898.5,181.0,1300.0,USFS,CA,
Los Padres National Forest,1995,2449906.5,189,1547.0,9,Miscellaneous,2449911.5,194.0,800.0,USFS,CA,
Los Padres National Forest,1995,2449925.5,208,1235.0,9,Miscellaneous,2449931.5,214.0,1800.0,USFS,CA,
Los Padres National Forest,1995,2449935.5,218,446.0,4,Campfire,2449937.5,220.0,1800.0,USFS,CA,
Los Padres National Forest,1995,2449957.5,240,1300.0,9,Miscellaneous,2449959.5,242.0,2230.0,USFS,CA,
Modoc National Forest,1995,2449899.5,182,1753.0,1,Lightning,2449905.5,188.0,1400.0,USFS,CA,
Modoc National Forest,1995,2449915.5,198,1600.0,1,Lightning,2449919.5,202.0,1700.0,USFS,CA,
Modoc National Forest,1995,2449915.5,198,1500.0,1,Lightning,2449919.5,202.0,1400.0,USFS,CA,
Modoc National Forest,1995,2449917.5,200,900.0,1,Lightning,2449921.5,204.0,1700.0,USFS,CA,
Modoc National Forest,1995,2449915.5,198,1816.0,1,Lightning,2449918.5,201.0,1115.0,USFS,CA,
Modoc National Forest,1995,2449976.5,259,1610.0,1,Lightning,2449997.5,280.0,1311.0,USFS,CA,
Six Rivers National Forest,1995,2449862.5,145,1400.0,5,Debris Burning,2449868.5,151.0,1800.0,USFS,CA,
Six Rivers National Forest,1995,2449917.5,200,1650.0,1,Lightning,2449919.5,202.0,1800.0,USFS,CA,
Plumas National Forest,1995,2449912.5,195,1715.0,1,Lightning,2449914.5,197.0,2100.0,USFS,CA,
San Bernardino National Forest,1995,2449934.5,217,1204.0,4,Campfire,2449937.5,220.0,1800.0,USFS,CA,
San Bernardino National Forest,1995,2449726.5,9,1409.0,9,Miscellaneous,2450091.5,9.0,1500.0,STATE OR PRIVATE,CA,
San Bernardino National Forest,1995,2450010.5,293,2044.0,2,Equipment Use,2450012.5,295.0,2109.0,STATE OR PRIVATE,CA,
San Bernardino National Forest,1995,2449933.5,216,1446.0,2,Equipment Use,2449941.5,224.0,1200.0,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,1995,2450003.5,286,1515.0,4,Campfire,2450010.5,293.0,1800.0,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,1995,2449960.5,243,616.0,7,Arson,2449962.5,245.0,1800.0,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,1995,2449962.5,245,1906.0,1,Lightning,2449965.5,248.0,1130.0,STATE OR PRIVATE,CA,
San Bernardino National Forest,1995,2449985.5,268,1305.0,7,Arson,2449989.5,272.0,1800.0,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,1995,2450046.5,329,2215.0,2,Equipment Use,2450048.5,331.0,800.0,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,1995,2449915.5,198,1800.0,1,Lightning,2449917.5,200.0,1130.0,STATE OR PRIVATE,CA,
Sequoia National Forest,1995,2449962.5,245,1401.0,3,Smoking,2449964.5,247.0,1500.0,USFS,CA,
Sequoia National Forest,1995,2450040.5,323,1100.0,5,Debris Burning,2450042.5,325.0,1800.0,USFS,CA,
Sequoia National Forest,1995,2449915.5,198,2105.0,9,Miscellaneous,2449917.5,200.0,600.0,USFS,CA,
Shasta-Trinity National Forest,1995,2449899.5,182,1140.0,1,Lightning,2449901.5,184.0,1200.0,USFS,CA,
Shasta-Trinity National Forest,1995,2449964.5,247,1615.0,7,Arson,2449967.5,250.0,1800.0,USFS,CA,
Shasta-Trinity National Forest,1995,2449906.5,189,2000.0,1,Lightning,2449908.5,191.0,1000.0,USFS,CA,
Sierra National Forest,1995,2449884.5,167,1025.0,1,Lightning,2449887.5,170.0,1400.0,USFS,CA,
Sierra National Forest,1995,2449869.5,152,1430.0,1,Lightning,2449913.5,196.0,1500.0,USFS,CA,
Sierra National Forest,1995,2449895.5,178,1538.0,1,Lightning,2449898.5,181.0,1800.0,USFS,CA,
Sierra National Forest,1995,2449907.5,190,1400.0,1,Lightning,2449909.5,192.0,1600.0,USFS,CA,
Sierra National Forest,1995,2449916.5,199,1713.0,1,Lightning,2449924.5,207.0,1556.0,USFS,CA,
Sierra National Forest,1995,2449914.5,197,545.0,9,Miscellaneous,2449930.5,213.0,1800.0,USFS,CA,
Sierra National Forest,1995,2449915.5,198,933.0,1,Lightning,2449922.5,205.0,1800.0,USFS,CA,
Sierra National Forest,1995,2450070.5,353,1305.0,5,Debris Burning,2450078.5,361.0,1400.0,MISSING/NOT SPECIFIED,CA,
Stanislaus National Forest,1995,2450024.5,307,700.0,1,Lightning,2450062.5,345.0,2359.0,USFS,CA,
Stanislaus National Forest,1995,2449870.5,153,1500.0,1,Lightning,2449875.5,158.0,1630.0,USFS,CA,
Stanislaus National Forest,1995,2449870.5,153,1600.0,1,Lightning,2449875.5,158.0,1630.0,USFS,CA,
Tahoe National Forest,1995,2449828.5,111,1100.0,9,Miscellaneous,2449831.5,114.0,1830.0,USFS,CA,
Tahoe National Forest,1995,2449941.5,224,436.0,2,Equipment Use,2449945.5,228.0,2000.0,STATE OR PRIVATE,CA,
Tahoe National Forest,1995,2449960.5,243,1400.0,4,Campfire,2449962.5,245.0,800.0,STATE OR PRIVATE,CA,
Tahoe National Forest,1995,2450004.5,287,1700.0,4,Campfire,2450006.5,289.0,645.0,USFS,CA,
Lake Tahoe Basin Management Unit,1995,2449911.5,194,1615.0,5,Debris Burning,2449913.5,196.0,1615.0,STATE OR PRIVATE,CA,
Lake Tahoe Basin Management Unit,1995,2450021.5,304,1217.0,4,Campfire,2450023.5,306.0,1440.0,STATE OR PRIVATE,CA,
Lake Tahoe Basin Management Unit,1995,2450026.5,309,958.0,5,Debris Burning,2450029.5,312.0,1800.0,USFS,CA,
Lake Tahoe Basin Management Unit,1995,2450029.5,312,1200.0,5,Debris Burning,2450062.5,345.0,1800.0,STATE OR PRIVATE,CA,
Plumas National Forest,1996,2450205.5,123,1430.0,5,Debris Burning,2450207.5,125.0,1800.0,USFS,CA,
Plumas National Forest,1996,2450163.5,81,800.0,5,Debris Burning,2450167.5,85.0,1630.0,USFS,CA,
Inyo National Forest,1993,2449203.5,216,1250.0,1,Lightning,2449217.5,230.0,1200.0,USFS,CA,
Stanislaus National Forest,1996,2450276.5,194,1119.0,1,Lightning,2450279.5,197.0,1200.0,USFS,CA,
Modoc National Forest,1996,2450308.5,226,1921.0,1,Lightning,2450310.5,228.0,1700.0,STATE OR PRIVATE,CA,
Modoc National Forest,1996,2450308.5,226,2003.0,1,Lightning,2450315.5,233.0,1530.0,USFS,CA,
Modoc National Forest,1996,2450309.5,227,1314.0,1,Lightning,2450314.5,232.0,1700.0,USFS,CA,
Modoc National Forest,1996,2450309.5,227,1511.0,1,Lightning,2450314.5,232.0,1700.0,USFS,CA,
Humboldt-Toiyabe National Forest,1996,2450307.5,225,1216.0,1,Lightning,2450312.5,230.0,1800.0,USFS,CA,
Modoc National Forest,1996,2450321.5,239,1100.0,1,Lightning,2450336.5,254.0,1400.0,USFS,CA,
Modoc National Forest,1996,2450308.5,226,1500.0,1,Lightning,2450310.5,228.0,1200.0,USFS,CA,
Modoc National Forest,1996,2450321.5,239,1151.0,1,Lightning,2450328.5,246.0,600.0,USFS,CA,
Modoc National Forest,1996,2450321.5,239,700.0,1,Lightning,2450328.5,246.0,600.0,USFS,CA,
Modoc National Forest,1996,2450321.5,239,1226.0,1,Lightning,2450328.5,246.0,600.0,USFS,CA,
Modoc National Forest,1996,2450321.5,239,730.0,1,Lightning,2450328.5,246.0,600.0,USFS,CA,
Modoc National Forest,1996,2450321.5,239,1314.0,1,Lightning,2450328.5,246.0,600.0,USFS,CA,
Modoc National Forest,1996,2450321.5,239,705.0,1,Lightning,2450325.5,243.0,1800.0,USFS,CA,
Modoc National Forest,1996,2450321.5,239,1348.0,1,Lightning,2450328.5,246.0,600.0,USFS,CA,
Lassen National Forest,1996,2450293.5,211,1930.0,1,Lightning,2450296.5,214.0,1200.0,USFS,CA,
Lassen National Forest,1996,2450321.5,239,630.0,1,Lightning,2450324.5,242.0,600.0,USFS,CA,
Tahoe National Forest,1996,2450277.5,195,1000.0,1,Lightning,2450279.5,197.0,1100.0,STATE OR PRIVATE,CA,
Humboldt-Toiyabe National Forest,1996,2450309.5,227,1830.0,4,Campfire,2450312.5,230.0,1130.0,USFS,CA,
Humboldt-Toiyabe National Forest,1996,2450308.5,226,1630.0,1,Lightning,2450310.5,228.0,1400.0,USFS,CA,
Modoc National Forest,1996,2450305.5,223,1613.0,9,Miscellaneous,2450308.5,226.0,1900.0,STATE OR PRIVATE,CA,
Modoc National Forest,1996,2450322.5,240,1400.0,1,Lightning,2450324.5,242.0,1700.0,OTHER FEDERAL,CA,
Modoc National Forest,1996,2450321.5,239,1200.0,1,Lightning,2450323.5,241.0,1400.0,USFS,CA,
Modoc National Forest,1996,2450323.5,241,1004.0,1,Lightning,2450326.5,244.0,1800.0,USFS,CA,
Lassen National Forest,1996,2450321.5,239,630.0,1,Lightning,2450324.5,242.0,600.0,USFS,CA,
Tahoe National Forest,1996,2450307.5,225,1405.0,1,Lightning,2450311.5,229.0,1800.0,USFS,CA,
Stanislaus National Forest,1996,2450318.5,236,1638.0,1,Lightning,2450321.5,239.0,1630.0,USFS,CA,
Stanislaus National Forest,1996,2450309.5,227,1015.0,1,Lightning,2450313.5,231.0,1500.0,USFS,CA,
Stanislaus National Forest,1996,2450306.5,224,1100.0,1,Lightning,2450308.5,226.0,1300.0,USFS,CA,
Stanislaus National Forest,1996,2450326.5,244,1657.0,4,Campfire,2450328.5,246.0,900.0,USFS,CA,
Stanislaus National Forest,1996,2450309.5,227,1015.0,1,Lightning,2450315.5,233.0,1200.0,USFS,CA,
Stanislaus National Forest,1996,2450309.5,227,1015.0,1,Lightning,2450311.5,229.0,1800.0,USFS,CA,
Stanislaus National Forest,1996,2450307.5,225,715.0,1,Lightning,2450309.5,227.0,1800.0,USFS,CA,
Stanislaus National Forest,1996,2450277.5,195,800.0,1,Lightning,2450299.5,217.0,1800.0,USFS,CA,
Stanislaus National Forest,1996,2450277.5,195,1200.0,1,Lightning,2450299.5,217.0,1800.0,USFS,CA,
Inyo National Forest,1996,2450278.5,196,1405.0,1,Lightning,2450280.5,198.0,1800.0,USFS,CA,
Inyo National Forest,1996,2450290.5,208,1800.0,1,Lightning,2450292.5,210.0,1115.0,USFS,CA,
Inyo National Forest,1996,2450279.5,197,1331.0,2,Equipment Use,2450281.5,199.0,1800.0,STATE OR PRIVATE,CA,
Inyo National Forest,1996,2450319.5,237,800.0,1,Lightning,2450324.5,242.0,1200.0,USFS,CA,
Modoc National Forest,1996,2450309.5,227,1130.0,1,Lightning,2450316.5,234.0,1200.0,USFS,CA,
Sequoia National Forest,1996,2450258.5,176,2333.0,7,Arson,2450260.5,178.0,130.0,OTHER FEDERAL,CA,
Sequoia National Forest,1996,2450296.5,214,1405.0,9,Miscellaneous,2450300.5,218.0,1800.0,USFS,CA,
Humboldt-Toiyabe National Forest,1996,2450357.5,275,1300.0,1,Lightning,2450361.5,279.0,1335.0,USFS,CA,
Stanislaus National Forest,1996,2450361.5,279,1640.0,1,Lightning,2450378.5,296.0,1422.0,USFS,CA,
Sequoia National Forest,1996,2450308.5,226,1900.0,1,Lightning,2450310.5,228.0,1800.0,USFS,CA,
Sequoia National Forest,1996,2450309.5,227,1318.0,1,Lightning,2450311.5,229.0,1800.0,STATE OR PRIVATE,CA,
